,y
2022-02-27,242.9436939456231
2022-02-28,242.8473319925984
2022-03-01,242.82206524332483
2022-03-02,242.51404217544982
2022-03-03,242.15601430082734
2022-03-04,241.70640991080472
2022-03-05,241.41341211792434
2022-03-06,241.01065706931172
2022-03-07,240.61000907757926
2022-03-08,240.32141214782916
2022-03-09,239.79542221261184
2022-03-10,239.26834279695186
2022-03-11,238.70123905046927
2022-03-12,238.34397695213926
2022-03-13,237.93090401167433
2022-03-14,237.57362814165762
2022-03-15,237.3808935995666
2022-03-16,237.00115724985625
2022-03-17,236.6677863617171
2022-03-18,236.33815097619268
2022-03-19,236.25775540539655
2022-03-20,236.15602267035
2022-03-21,236.13918582980244
2022-03-22,236.3102822473713
2022-03-23,236.31185114092477
2022-03-24,236.37125274442124
2022-03-25,236.4398793241444
2022-03-26,236.75739998235818
2022-03-27,237.0476506495183
2022-03-28,237.41162109102038
2022-03-29,237.9475331740075
2022-03-30,238.29360929675374
2022-03-31,238.67344825464218
2022-04-01,239.03527812763107
2022-04-02,239.61622786693275
2022-04-03,240.13822912005395
2022-04-04,240.70100063268828
2022-04-05,241.40211033142614
2022-04-06,241.87971515705877
2022-04-07,242.3578973540731
2022-04-08,242.78586844690102
2022-04-09,243.40218438571853
2022-04-10,243.930585308401
2022-04-11,244.47291420881862
2022-04-12,245.1291115543616
2022-04-13,245.53988779371275
2022-04-14,245.93199421356607
2022-04-15,246.2573649642447
2022-04-16,246.7572751241108
2022-04-17,247.1581294027242
2022-04-18,247.56433666960697
2022-04-19,248.0782679769839
2022-04-20,248.34290036636364
2022-04-21,248.5870669929529
2022-04-22,248.76458620129605
2022-04-23,249.11841399296236
2022-04-24,249.3764338410437
2022-04-25,249.64433820935722
2022-04-26,250.02559846906559
2022-04-27,250.16412442083575
2022-04-28,250.28953281136458
2022-04-29,250.35629631243432
2022-04-30,250.60791626061786
2022-05-01,250.77273203279296
2022-05-02,250.95682043593078
2022-05-03,251.2639809573821
2022-05-04,251.33840739731642
2022-05-05,251.4099647667433
2022-05-06,251.43334260896674
2022-05-07,251.652227934402
2022-05-08,251.7951107374387
2022-05-09,251.9681757617048
2022-05-10,252.27527682779183
2022-05-11,252.3605948725935
2022-05-12,252.45389934472144
2022-05-13,252.5096849781345
2022-05-14,252.77132806739817
2022-05-15,252.96687617985154
2022-05-16,253.20192593335952
2022-05-17,253.579586074846
2022-05-18,253.74312785294583
2022-05-19,253.9212430635889
2022-05-20,254.06718238583133
2022-05-21,254.42291856278254
2022-05-22,254.71494861151908
2022-05-23,255.04718974346983
2022-05-24,255.52096608109213
2022-05-25,255.77768781296723
2022-05-26,256.04414262030787
2022-05-27,256.27167126541576
2022-05-28,256.7003710091849
2022-05-29,257.05494001812457
2022-05-30,257.4376163135254
2022-05-31,257.9482071481718
2022-06-01,258.2268092174209
2022-06-02,258.4991383056993
2022-06-03,258.71573906895026
2022-06-04,259.11621750985927
2022-06-05,259.4251083115221
2022-06-06,259.74482973546395
2022-06-07,260.175721299114
2022-06-08,260.3587641691322
2022-06-09,260.52090261843546
2022-06-10,260.61423722271536
2022-06-11,260.88023256124484
2022-06-12,261.04555202575193
2022-06-13,261.21497310206286
2022-06-14,261.49137920299336
2022-06-15,261.5184290345557
2022-06-16,261.5258230435803
2022-06-17,261.4684389448373
2022-06-18,261.5904805006381
2022-06-19,261.62125361187174
2022-06-20,261.6680245469214
2022-06-21,261.835957814608
2022-06-22,261.7707360169082
2022-06-23,261.70378247152814
2022-06-24,261.5913596981035
2022-06-25,261.67868885997075
2022-06-26,261.6957049374112
2022-06-27,261.7499029542979
2022-06-28,261.94627302504887
2022-06-29,261.92992657750466
2022-06-30,261.9313343211126
2022-07-01,261.90544860048175
2022-07-02,262.09585455345143
2022-07-03,262.23056397796097
2022-07-04,262.4149061848163
2022-07-05,262.75151241592755
2022-07-06,262.88299488783343
2022-07-07,263.0372396630276
2022-07-08,263.16658458978713
2022-07-09,263.51202533723614
2022-07-10,263.7990620830611
2022-07-11,264.13063986657687
2022-07-12,264.6071780387539
2022-07-13,264.8692888677591
2022-07-14,265.14310367335713
2022-07-15,265.37947709388646
2022-07-16,265.818212081929
2022-07-17,266.183917969519
2022-07-18,266.57895461457963
2022-07-19,267.1034582695099
2022-07-20,267.3980496389931
2022-07-21,267.689143090889
2022-07-22,267.92812837446286
2022-07-23,268.35556832570336
2022-07-24,268.6970258874427
2022-07-25,269.0559745130522
2022-07-26,269.53378868787917
2022-07-27,269.7724161301031
2022-07-28,269.99965169689915
2022-07-29,270.16828534725084
2022-07-30,270.5202685438225
2022-07-31,270.78251320379206
2022-08-01,271.0597779077067
2022-08-02,271.45463858225907
2022-08-03,271.6101455309524
2022-08-04,271.75508697606085
2022-08-05,271.84313142668594
2022-08-06,272.11699305112245
2022-08-07,272.3042338035932
2022-08-08,272.51015651586647
2022-08-09,272.83778555401443
2022-08-10,272.9305362065394
2022-08-11,273.0174921956171
2022-08-12,273.05256282034577
2022-08-13,273.27866310091315
2022-08-14,273.42352989142324
2022-08-15,273.59262744591547
2022-08-16,273.8891383952057
2022-08-17,273.9566407654519
2022-08-18,274.024390022136
2022-08-19,274.04647738293454
2022-08-20,274.26600765589217
2022-08-21,274.41090961566044
2022-08-22,274.58683260409776
2022-08-23,274.8971256645812
2022-08-24,274.98550033069387
2022-08-25,275.08129666354336
2022-08-26,275.1386244909734
2022-08-27,275.40052388854946
2022-08-28,275.59475874391137
2022-08-29,275.82669793439885
2022-08-30,276.19928125434524
2022-08-31,276.35567199169213
2022-09-01,276.5245164488533
2022-09-02,276.65908295534405
2022-09-03,277.00142487486227
2022-09-04,277.27818175885375
2022-09-05,277.5934733183623
2022-09-06,278.0488833131658
2022-09-07,278.2861350362863
2022-09-08,278.5323782842847
2022-09-09,278.73935978082545
2022-09-10,279.14762081412323
2022-09-11,279.48233535535974
2022-09-12,279.84624232651345
2022-09-13,280.3396680236825
2022-09-14,280.6032392240937
2022-09-15,280.86320569559166
2022-09-16,281.07064291950303
2022-09-17,281.4656776833475
2022-09-18,281.7733487951369
2022-09-19,282.0965556959276
2022-09-20,282.5360902399978
2022-09-21,282.73335161666637
2022-09-22,282.91566278336825
2022-09-23,283.03545909326226
2022-09-24,283.33449187778814
2022-09-25,283.5396595747904
2022-09-26,283.75591974848726
2022-09-27,284.08627806004614
2022-09-28,284.17445515374675
2022-09-29,284.25015099636545
2022-09-30,284.26817866752447
2022-10-01,284.472611786883
2022-10-02,284.5925596655177
2022-10-03,284.73502505324836
2022-10-04,285.0048420506267
2022-10-05,285.04729660034855
2022-10-06,285.093350441693
2022-10-07,285.09874172646994
2022-10-08,285.30810750013643
2022-10-09,285.4507429372083
2022-10-10,285.6334527614408
2022-10-11,285.96049271462965
2022-10-12,286.0762035077109
2022-10-13,286.2102578751991
2022-10-14,286.31679339113737
2022-10-15,286.6385754434751
2022-10-16,286.90280420271114
2022-10-17,287.2140197425845
2022-10-18,287.67410171886434
2022-10-19,287.92496443694
2022-10-20,288.1938662263277
2022-10-21,288.43260402574174
2022-10-22,288.8817358204258
2022-10-23,289.2664430631234
2022-10-24,289.6894856333987
2022-10-25,290.25124428809335
2022-10-26,290.5924501746943
2022-10-27,290.93951930053544
2022-10-28,291.243762103036
2022-10-29,291.7456102965086
2022-10-30,292.17047297018115
2022-10-31,292.6216746531535
2022-11-01,293.20047077675855
2022-11-02,293.5487408899022
2022-11-03,293.8942785906664
2022-11-04,294.1899496477402
2022-11-05,294.6778620370989
2022-11-06,295.0851615964686
2022-11-07,295.51690786972756
2022-11-08,296.0760275027281
2022-11-09,296.4059474949288
2022-11-10,296.7358291784176
2022-11-11,297.0196762079487
2022-11-12,297.50046194348175
2022-11-13,297.90589137789334
2022-11-14,298.3412533796346
2022-11-15,298.90936151711685
2022-11-16,299.2531863505327
2022-11-17,299.60110029734886
2022-11-18,299.9060082304918
2022-11-19,300.40950870454276
2022-11-20,300.83770012328716
2022-11-21,301.29408644489087
2022-11-22,301.87957921286886
2022-11-23,302.2351970534157
2022-11-24,302.58738178073077
2022-11-25,302.8872021395055
2022-11-26,303.3745878448308
2022-11-27,303.7742059567072
2022-11-28,304.1884319345584
2022-11-29,304.71741000112206
2022-11-30,305.00180195488576
2022-12-01,305.2681417904874
2022-12-02,305.46806564979465
2022-12-03,305.8425585828105
2022-12-04,306.11782934088893
2022-12-05,306.39826513052594
2022-12-06,306.7864609580169
2022-12-07,306.9259231316487
2022-12-08,307.0463651318218
2022-12-09,307.1028666305808
2022-12-10,307.3400387790917
2022-12-11,307.48780896677516
2022-12-12,307.65427925450604
2022-12-13,307.94565562102395
2022-12-14,308.00885026709136
2022-12-15,308.076677962899
2022-12-16,308.10692001703455
2022-12-17,308.34640172651933
2022-12-18,308.52669911942775
2022-12-19,308.7569315923664
2022-12-20,309.14363970342345
2022-12-21,309.33335214450415
2022-12-22,309.55776426039347
2022-12-23,309.77280263195615
2022-12-24,310.22272204535096
2022-12-25,310.6358506232845
2022-12-26,311.1174391790623
2022-12-27,311.7696130123388
2022-12-28,312.23402864786846
2022-12-29,312.7371559139449
2022-12-30,313.2294575044839
2022-12-31,313.94960962745614
2023-01-01,314.6203765176424
2023-01-02,315.3415916731922
2023-01-03,316.21024071209087
2023-01-04,316.8632449919445
2023-01-05,317.5228630848566
2023-01-06,318.13597908749426
2023-01-07,318.938418431342
2023-01-08,319.6509013398227
2023-01-09,320.37208453977166
2023-01-10,321.198684314423
2023-01-11,321.7682787279943
2023-01-12,322.3047053360662
2023-01-13,322.7573231463302
2023-01-14,323.36527985302007
2023-01-15,323.85339542069556
2023-01-16,324.32511410624465
2023-01-17,324.88252000728914
2023-01-18,325.16901644087966
2023-01-19,325.41458835396355
2023-01-20,325.5749197601719
2023-01-21,325.8955107188352
2023-01-22,326.1074085996301
2023-01-23,326.320009471994
2023-01-24,326.6409284450147
2023-01-25,326.71854289100855
2023-01-26,326.78713118220605
2023-01-27,326.8058820732328
2023-01-28,327.02292201239067
2023-01-29,327.1709774490729
2023-01-30,327.3601297964076
2023-01-31,327.6976631426729
2023-02-01,327.83060932642513
2023-02-02,327.9909130812927
2023-02-03,328.1344918509851
2023-02-04,328.5053364286669
2023-02-05,328.8312677899519
2023-02-06,329.21680555314083
2023-02-07,329.7631454629088
2023-02-08,330.11084741067845
2023-02-09,330.4851532692958
2023-02-10,330.8352054736977
2023-02-11,331.39830868431955
2023-02-12,331.89584603222863
2023-02-13,332.4263015532291
2023-02-14,333.0853825200193
2023-02-15,333.5088397292475
2023-02-16,333.9179018807745
2023-02-17,334.2585922334014
2023-02-18,334.76606758592806
2023-02-19,335.1605893086004
