,Date,AAPL
435,2018-11-23,43.07249832
436,2018-11-26,43.65499878
437,2018-11-27,43.56000137
438,2018-11-28,45.23500061
439,2018-11-29,44.88750076
440,2018-11-30,44.64500046
441,2018-12-03,46.20500183
442,2018-12-04,44.17250061
443,2018-12-06,43.68000031
444,2018-12-07,42.12250137
445,2018-12-10,42.40000153
446,2018-12-11,42.15750122
447,2018-12-12,42.27500153
448,2018-12-13,42.73749924
449,2018-12-14,41.36999893
450,2018-12-17,40.98500061
451,2018-12-18,41.51750183
452,2018-12-19,40.22249985
453,2018-12-20,39.20750046
454,2018-12-21,37.68249893
455,2018-12-24,36.70750046
456,2018-12-26,39.29249954
457,2018-12-27,39.03749847
458,2018-12-28,39.05749893
459,2018-12-31,39.43500137
460,2019-01-02,39.47999954
461,2019-01-03,35.54750061
462,2019-01-04,37.06499863
463,2019-01-07,36.98249817
464,2019-01-08,37.6875
465,2019-01-09,38.32749939
466,2019-01-10,38.45000076
467,2019-01-11,38.07249832
468,2019-01-14,37.5
469,2019-01-15,38.26750183
470,2019-01-16,38.73500061
471,2019-01-17,38.96500015
472,2019-01-18,39.20500183
473,2019-01-22,38.32500076
474,2019-01-23,38.47999954
475,2019-01-24,38.17499924
476,2019-01-25,39.43999863
477,2019-01-28,39.07500076
478,2019-01-29,38.66999817
479,2019-01-30,41.3125
480,2019-01-31,41.61000061
481,2019-02-01,41.63000107
482,2019-02-04,42.8125
483,2019-02-05,43.54499817
484,2019-02-06,43.56000137
485,2019-02-07,42.73500061
486,2019-02-08,42.60250092
487,2019-02-11,42.35749817
488,2019-02-12,42.72249985
489,2019-02-13,42.54499817
490,2019-02-14,42.70000076
491,2019-02-15,42.60499954
492,2019-02-19,42.73249817
493,2019-02-20,43.00749969
494,2019-02-21,42.76499939
495,2019-02-22,43.24250031
496,2019-02-25,43.55749893
497,2019-02-26,43.58250046
498,2019-02-27,43.71749878
499,2019-02-28,43.28749847
500,2019-03-01,43.74250031
501,2019-03-04,43.96250153
502,2019-03-05,43.88249969
503,2019-03-06,43.63000107
504,2019-03-07,43.125
505,2019-03-08,43.22750092
506,2019-03-11,44.72499847
507,2019-03-12,45.22750092
508,2019-03-13,45.42750168
509,2019-03-14,45.93249893
510,2019-03-15,46.52999878
511,2019-03-18,47.00500107
512,2019-03-19,46.63249969
513,2019-03-20,47.04000092
514,2019-03-21,48.77249908
515,2019-03-22,47.76250076
516,2019-03-25,47.18500137
517,2019-03-26,46.69749832
518,2019-03-27,47.11750031
519,2019-03-28,47.18000031
520,2019-03-29,47.48749924
521,2019-04-01,47.81000137
522,2019-04-02,48.50500107
523,2019-04-03,48.83750153
524,2019-04-04,48.92250061
525,2019-04-05,49.25
526,2019-04-08,50.02500153
527,2019-04-09,49.875
528,2019-04-10,50.15499878
529,2019-04-11,49.73749924
530,2019-04-12,49.71749878
531,2019-04-15,49.80749893
532,2019-04-16,49.8125
533,2019-04-17,50.78250122
534,2019-04-18,50.96500015
535,2019-04-22,51.13249969
536,2019-04-23,51.86999893
537,2019-04-24,51.79000092
538,2019-04-25,51.31999969
539,2019-04-26,51.07500076
540,2019-04-29,51.15250015
541,2019-04-30,50.16749954
542,2019-05-01,52.63000107
543,2019-05-02,52.28749847
544,2019-05-03,52.9375
545,2019-05-06,52.11999893
546,2019-05-07,50.71500015
547,2019-05-08,50.72499847
548,2019-05-09,50.18000031
549,2019-05-10,49.29499817
550,2019-05-13,46.43000031
551,2019-05-14,47.16500092
552,2019-05-15,47.72999954
553,2019-05-16,47.52000046
554,2019-05-17,47.25
555,2019-05-20,45.77249908
556,2019-05-21,46.65000153
557,2019-05-22,45.69499969
558,2019-05-23,44.91500092
559,2019-05-24,44.74250031
560,2019-05-28,44.55749893
561,2019-05-29,44.34500122
562,2019-05-30,44.57500076
563,2019-05-31,43.76750183
564,2019-06-03,43.32500076
565,2019-06-04,44.90999985
566,2019-06-05,45.63499832
567,2019-06-06,46.30500031
568,2019-06-07,47.53749847
569,2019-06-10,48.14500046
570,2019-06-11,48.70249939
571,2019-06-12,48.54750061
572,2019-06-13,48.53749847
573,2019-06-14,48.18500137
574,2019-06-17,48.47249985
575,2019-06-18,49.61249924
576,2019-06-19,49.46749878
577,2019-06-20,49.86500168
578,2019-06-21,49.69499969
579,2019-06-24,49.64500046
580,2019-06-25,48.89250183
581,2019-06-26,49.95000076
582,2019-06-27,49.93500137
583,2019-06-28,49.47999954
584,2019-07-01,50.38750076
585,2019-07-02,50.68249893
586,2019-07-03,51.10250092
587,2019-07-05,51.05749893
588,2019-07-08,50.00500107
589,2019-07-09,50.31000137
590,2019-07-10,50.80749893
591,2019-07-11,50.4375
592,2019-07-12,50.82500076
593,2019-07-15,51.30250168
594,2019-07-16,51.125
595,2019-07-17,50.83750153
596,2019-07-18,51.41500092
597,2019-07-19,50.64749908
598,2019-07-22,51.80500031
599,2019-07-23,52.20999908
600,2019-07-24,52.16749954
601,2019-07-25,51.75500107
602,2019-07-26,51.93500137
603,2019-07-29,52.41999817
604,2019-07-30,52.19499969
605,2019-07-31,53.25999832
606,2019-08-01,52.10749817
607,2019-08-02,51.00500107
608,2019-08-05,48.33499908
609,2019-08-06,49.25
610,2019-08-07,49.75999832
611,2019-08-08,50.85749817
612,2019-08-09,50.24750137
613,2019-08-12,50.11999893
614,2019-08-13,52.24250031
615,2019-08-14,50.6875
616,2019-08-15,50.43500137
617,2019-08-16,51.625
618,2019-08-19,52.58750153
619,2019-08-20,52.59000015
620,2019-08-21,53.15999985
621,2019-08-22,53.11500168
622,2019-08-23,50.65999985
623,2019-08-26,51.62250137
624,2019-08-27,51.04000092
625,2019-08-28,51.38249969
626,2019-08-29,52.25249863
627,2019-08-30,52.18500137
628,2019-09-03,51.42499924
629,2019-09-04,52.29750061
630,2019-09-05,53.31999969
631,2019-09-06,53.31499863
632,2019-09-09,53.54249954
633,2019-09-10,54.17499924
634,2019-09-11,55.89749908
635,2019-09-12,55.77249908
636,2019-09-13,54.6875
637,2019-09-16,54.97499847
638,2019-09-17,55.17499924
639,2019-09-18,55.69250107
640,2019-09-19,55.24000168
641,2019-09-20,54.43249893
642,2019-09-23,54.68000031
643,2019-09-24,54.41999817
644,2019-09-25,55.25749969
645,2019-09-26,54.97249985
646,2019-09-27,54.70500183
647,2019-09-30,55.99250031
648,2019-10-01,56.14749908
649,2019-10-02,54.74000168
650,2019-10-03,55.20500183
