,Date,Close
0,2017-01-30,2280.89990234375
1,2017-01-31,2278.8701171875
2,2017-02-01,2279.550048828125
3,2017-02-02,2280.85009765625
4,2017-02-03,2297.419921875
5,2017-02-06,2292.56005859375
6,2017-02-07,2293.080078125
7,2017-02-08,2294.669921875
8,2017-02-09,2307.8701171875
9,2017-02-10,2316.10009765625
10,2017-02-13,2328.25
11,2017-02-14,2337.580078125
12,2017-02-15,2349.25
13,2017-02-16,2347.219970703125
14,2017-02-17,2351.159912109375
15,2017-02-21,2365.3798828125
16,2017-02-22,2362.820068359375
17,2017-02-23,2363.81005859375
18,2017-02-24,2367.340087890625
19,2017-02-27,2369.75
20,2017-02-28,2363.639892578125
21,2017-03-01,2395.9599609375
22,2017-03-02,2381.919921875
23,2017-03-03,2383.1201171875
24,2017-03-06,2375.31005859375
25,2017-03-07,2368.389892578125
26,2017-03-08,2362.97998046875
27,2017-03-09,2364.8701171875
28,2017-03-10,2372.60009765625
29,2017-03-13,2373.469970703125
30,2017-03-14,2365.449951171875
31,2017-03-15,2385.260009765625
32,2017-03-16,2381.3798828125
33,2017-03-17,2378.25
34,2017-03-20,2373.469970703125
35,2017-03-21,2344.02001953125
36,2017-03-22,2348.449951171875
37,2017-03-23,2345.9599609375
38,2017-03-24,2343.97998046875
39,2017-03-27,2341.590087890625
40,2017-03-28,2358.570068359375
41,2017-03-29,2361.1298828125
42,2017-03-30,2368.06005859375
43,2017-03-31,2362.719970703125
44,2017-04-03,2358.840087890625
45,2017-04-04,2360.159912109375
46,2017-04-05,2352.949951171875
47,2017-04-06,2357.489990234375
48,2017-04-07,2355.5400390625
49,2017-04-10,2357.159912109375
50,2017-04-11,2353.780029296875
51,2017-04-12,2344.929931640625
52,2017-04-13,2328.949951171875
53,2017-04-17,2349.010009765625
54,2017-04-18,2342.18994140625
55,2017-04-19,2338.169921875
56,2017-04-20,2355.840087890625
57,2017-04-21,2348.68994140625
58,2017-04-24,2374.14990234375
59,2017-04-25,2388.610107421875
60,2017-04-26,2387.449951171875
61,2017-04-27,2388.77001953125
62,2017-04-28,2384.199951171875
63,2017-05-01,2388.330078125
64,2017-05-02,2391.169921875
65,2017-05-03,2388.1298828125
66,2017-05-04,2389.52001953125
67,2017-05-05,2399.2900390625
68,2017-05-08,2399.3798828125
69,2017-05-09,2396.919921875
70,2017-05-10,2399.6298828125
71,2017-05-11,2394.43994140625
72,2017-05-12,2390.89990234375
73,2017-05-15,2402.320068359375
74,2017-05-16,2400.669921875
75,2017-05-17,2357.030029296875
76,2017-05-18,2365.719970703125
77,2017-05-19,2381.72998046875
78,2017-05-22,2394.02001953125
79,2017-05-23,2398.419921875
80,2017-05-24,2404.389892578125
81,2017-05-25,2415.070068359375
82,2017-05-26,2415.820068359375
83,2017-05-30,2412.909912109375
84,2017-05-31,2411.800048828125
85,2017-06-01,2430.06005859375
86,2017-06-02,2439.070068359375
87,2017-06-05,2436.10009765625
88,2017-06-06,2429.330078125
89,2017-06-07,2433.139892578125
90,2017-06-08,2433.7900390625
91,2017-06-09,2431.77001953125
92,2017-06-12,2429.389892578125
93,2017-06-13,2440.35009765625
94,2017-06-14,2437.919921875
95,2017-06-15,2432.4599609375
96,2017-06-16,2433.14990234375
97,2017-06-19,2453.4599609375
98,2017-06-20,2437.030029296875
99,2017-06-21,2435.610107421875
100,2017-06-22,2434.5
101,2017-06-23,2438.300048828125
102,2017-06-26,2439.070068359375
103,2017-06-27,2419.3798828125
104,2017-06-28,2440.68994140625
105,2017-06-29,2419.699951171875
106,2017-06-30,2423.409912109375
107,2017-07-03,2429.010009765625
108,2017-07-05,2432.5400390625
109,2017-07-06,2409.75
110,2017-07-07,2425.179931640625
111,2017-07-10,2427.429931640625
112,2017-07-11,2425.530029296875
113,2017-07-12,2443.25
114,2017-07-13,2447.830078125
115,2017-07-14,2459.27001953125
116,2017-07-17,2459.139892578125
117,2017-07-18,2460.610107421875
118,2017-07-19,2473.830078125
119,2017-07-20,2473.449951171875
120,2017-07-21,2472.5400390625
121,2017-07-24,2469.909912109375
122,2017-07-25,2477.1298828125
123,2017-07-26,2477.830078125
124,2017-07-27,2475.419921875
125,2017-07-28,2472.10009765625
126,2017-07-31,2470.300048828125
127,2017-08-01,2476.35009765625
128,2017-08-02,2477.570068359375
129,2017-08-03,2472.159912109375
130,2017-08-04,2476.830078125
131,2017-08-07,2480.909912109375
132,2017-08-08,2474.919921875
133,2017-08-09,2474.02001953125
134,2017-08-10,2438.2099609375
135,2017-08-11,2441.320068359375
136,2017-08-14,2465.840087890625
137,2017-08-15,2464.610107421875
138,2017-08-16,2468.110107421875
139,2017-08-17,2430.010009765625
140,2017-08-18,2425.550048828125
141,2017-08-21,2428.3701171875
142,2017-08-22,2452.510009765625
143,2017-08-23,2444.0400390625
144,2017-08-24,2438.969970703125
